item_id,acronym,sentence,gold_expansion,candidates,n_candidates,provenance,source,page_title,review_verdict
kn-0225,ח״ן,"אני מבקשת לשאול או להעיר לגבי ההגדרה של קצינת ח""ן ראשית כשווה לקציני חיל אחרים.",חיל נשים,חיים נחמן (ביאליק) | חיל נשים | חכמת הנסתר | חשבון נייר (ח-ן) | חמישים ושמונה (גימטריה),5,knesset,knesset,13_ptm_532103.docx,clean
kn-0226,קמ״ט,"כידוע לך, חברת הכנסת גוז'נסקי, כל נושא הטיפול הרפואי בשטחים מסור בידי המינהל האזרחי, באמצעות קמ""ט הבריאות.",קצין מטה,קצין מטה | קורס מפקדי טנקים | קצין מיון טרומי | מאה וארבעים ותשע (גימטריה),4,knesset,knesset,13_ptm_532103.docx,clean
kn-0228,יו״ד,"גברתי היושבת-ראש, לא כדאי לך לעמוד על קוצו של יו""ד.",יוד,"יורה דעה | יוד | יורה דעה, אחד מחלקי השלחן ערוך | עשרים (גימטריה)",4,knesset,knesset,13_ptm_532104.docx,clean
kn-0229,יו״ד,"אם תעמדי על קוצו של יו""ד, גם אנחנו נתחיל, ושוב חזרנו – – –",יוד,"יורה דעה | יוד | יורה דעה, אחד מחלקי השלחן ערוך | עשרים (גימטריה)",4,knesset,knesset,13_ptm_532104.docx,clean
kn-0230,בע״מ,"גברתי היושבת-ראש, האם ידעת שבחוק הזה מופיע המשפט: ""'נהרייה' כפר שיתופי להתיישבות חקלאית בע""מ""?",בערבון מוגבל,בערבון מוגבל | בעל מלאכה | בעל מום | בקשת ערעור משפחה | מאה ושתים עשרה (גימטריה),5,knesset,knesset,13_ptm_532104.docx,clean
kn-0231,נ״ט,"פוסק הגאון הרב משה פיינשטיין, זכר צדיק לברכה, ב""איגרות משה"", חושן משפט, סימן נ""ט – – –",חמישים ותשע (גימטריה),ניסוי טיסה | צבא נגד טנקים | חמישים ותשע (גימטריה),3,knesset,knesset,13_ptm_532105.docx,human_review
kn-0232,יו״ד,"וכי לא יודעים חברי בית-המשפט העליון כי דייני ישראל לא יעברו על קוצו של יו""ד בענייני הלכה?",יוד,"יורה דעה | יוד | יורה דעה, אחד מחלקי השלחן ערוך | עשרים (גימטריה)",4,knesset,knesset,13_ptm_532105.docx,clean
kn-0233,פר״ח,"אנחנו עומדים להגדיל את התקציבים למכללות, ואנחנו עומדים להרחיב את המכללות, על מנת שמספר גדול יותר של תלמידים יוכל ללמוד בהן בתנאים נוחים ככל האפשר, עם יותר מלגות, עם יותר אפשרויות של פר""ח, וגם הלוואות.",פרויקט חונכות,פרי חדש | פרויקט חונכות | פירש רבנו חננאל | מאתיים ושמונים ושמונה (גימטריה),4,knesset,knesset,13_ptm_532107.docx,clean
kn-0234,מג״ב,"מי שעבר היום על-יד משרד ראש הממשלה היה יכול לחוש שהוא עובר ליד קסרקטין ששורצים בו מאחורי הגדרות שוטרי מג""ב רבים ושוטרים כחולים.",משמר הגבול,משמר הגבול | מגה בית (גם: מגה בייט). בדיוק מיליון בית | מיירט גובה בינוני | ארבעים וחמש (גימטריה),4,knesset,knesset,13_ptm_532108.docx,clean
kn-0235,נ״ט,"ניסיתי לחלק את השאלה באיזו צורה הם נפלו – 15 נפלו במטענים, נפגעו במהלך סיור, ארבעה נהרגו בהיתקלות, שניים נפגעו בנשק נ""ט, ה""סאגרים"", הטילים, וחמישה נהרגו מפצצת מרגמה.",צבא נגד טנקים,ניסוי טיסה | צבא נגד טנקים | חמישים ותשע (גימטריה),3,knesset,knesset,13_ptm_532111.docx,clean
kn-0236,מ״ק,"הבעיה המרכזית שהדוח מצביע עליה היא תביעת הפלשתינים לשימוש בקרוב ל-600 מיליון מ""ק מתוך המים המצטברים באקוויפרים, מה שקרוי אקוויפר ההר, שהשאיבות מתוכו נעשות ברובן הגדול בשפלת החוף.",מטר מעוקב,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת | מאה וארבעים (גימטריה),11,knesset,knesset,13_ptm_532111.docx,clean
kn-0237,מ״ק,"המילוי החוזר של כלל האקוויפרים ביהודה ובשומרון נאמד ב-620 מיליון מ""ק בשנה.",מטר מעוקב,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת | מאה וארבעים (גימטריה),11,knesset,knesset,13_ptm_532111.docx,clean
kn-0238,מ״ק,"מדינת ישראל צורכת היום 1.75 מיליארד מ""ק, מתוך זה 620 מיליון באקוויפר החוף, שמנצל מים שנקווים באגן של יהודה ושומרון.",מטר מעוקב,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת | מאה וארבעים (גימטריה),11,knesset,knesset,13_ptm_532111.docx,clean
kn-0239,מ״ק,"דבר אחד – שאיבת יתר או קידוחים במקומות ביהודה ובשומרון, שיקטינו את כמות המים באקוויפרים שמנוצלים על-ידינו היום בקידוחים שלנו במישור החוף, בשיעור של 150-100 מיליון מ""ק לשנה.",מטר מעוקב,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת | מאה וארבעים (גימטריה),11,knesset,knesset,13_ptm_532111.docx,clean
kn-0240,רש״י,"ומסביר פה רש""י: שאול נכשל באחת ועלתה לו לרעה, בחטא אי-הכחדת העמלק, לקונסו מיתה, לבטל מלכותו; ודוד נכשל בשתיים ולא עלתה לו לרעה.",ר' שלמה יצחקי,ר' שלמה יצחקי | רחיים של יד | חמש מאות ועשר (גימטריה),3,knesset,knesset,13_ptm_532113.docx,clean
kn-0241,ל״א,"צער בעלי חיים הוא מונח תלמודי, אנחנו מוצאים אותו במסכת בבא מציעא דף ל""א ובמקומות נוספים.",שלושים ואחת (גימטריה),לוחמה אלקטרונית | לשון אחר | שלושים ואחת (גימטריה),3,knesset,knesset,13_ptm_532114.docx,human_review
kn-0242,מע״ש,"במוסד לביטוח לאומי יש עשרות אלפי שקלים שיועדו לנתיבות, לכל מיני נושאים, לאותו מע""ש נהדר שיש למפגרים, לנכים, עשרות אלפי שקלים שלא מבקשים אותם ולא מנצלים אותם.",מפעל עבודה שיקומי,מסכת מעשר שני | מערכת שעות | מפעל עבודה שיקומי | ארבע מאות ועשר (גימטריה),4,knesset,knesset,13_ptm_532114.docx,clean
kn-0243,סמ״ק,"כל המבקש לעסוק בהשכרת רכב חייב לעמוד בדרישות שנקבעו בצו פיקוח להשכרת רכב נוסעים פרטי, רכב מסחרי וכן אופנועים בנפח מנוע עד 50 סמ""ק.",סנטימטר מעוקב,ספר מצוות קטן | סנטימטר מעוקב | מאתיים (גימטריה),3,knesset,knesset,13_ptm_532115.docx,clean
kn-0244,ח״י,"ח""י תומכים, 18 תומכים, אין מתנגדים, אין נמנעים.",שמונה עשרה בגימטריה,חוק יסוד | חיל ים | חות יאיר (ספר) | חיה יחידה | חק יעקב (ספר) | חרם יהושע (יהדות) | שמונה עשרה בגימטריה,7,knesset,knesset,13_ptm_532116.docx,clean
kn-0245,כ״א,"יש גם סעיף כ""א, שאילתות ותשובות, אני מתאר לעצמי שיהיה פה מאוד סוער בשלב הזה.",(גימטריה) 21,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21 | עשרים ואחת (גימטריה),8,knesset,knesset,13_ptm_532116.docx,clean
kn-0246,כ״ח,"אנו עוברים לסעיף כ""ח בסדר-היום: הצעת חוק הדיינים (תיקון מס' 17).",עשרים ושמונה (גימטריה),כהנא חי | כתיב חסר | כדור חוזר | כינוי חבור | עשרים ושמונה (גימטריה),5,knesset,knesset,13_ptm_532116.docx,human_review
kn-0247,ס״ב,"הגמרא מספרת במסכת בבא מציעא, דף ס""ב, על שניים שהיו מהלכין בדרך ורק לאחד מהם היה קיתון של מים.",שישים ושתיים (גימטריה),סודי ביותר | ספרת ביקורת | שישים ושתיים (גימטריה),3,knesset,knesset,13_ptm_532117.docx,human_review
kn-0248,קצא״א,"לגבי קצא""א, לחברה אחראי רק שר האוצר, ויש להפנות את השאלה אליו.",קו צינור אילת-אשקלון,קו צינור אילת-אשקלון | דליפת הנפט בשמורת עברונה | חברת קו צינור אירופה אסיה | מאה ותשעים ושתיים (גימטריה),4,knesset,knesset,13_ptm_532118.docx,clean
kn-0249,קצא״א,"קצא""א, אשר עוסקת בשינוע דלקים, אינה נמצאת באחריות משרד האנרגיה, אלא כאמור באחריות משרד האוצר.",קו צינור אילת-אשקלון,קו צינור אילת-אשקלון | דליפת הנפט בשמורת עברונה | חברת קו צינור אירופה אסיה | מאה ותשעים ושתיים (גימטריה),4,knesset,knesset,13_ptm_532118.docx,clean
kn-0250,רמב״ם,"הגשתי לשר הצעה בקשר להקמת מכון מחקר שכרוך בקליטת עולים חדשים בבית-החולים ""רמב""ם"".",הקריה הרפואית לבריאות האדם – בית חולים בחיפה,משנה תורה | ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה | מאתיים ושמונים ושתיים (גימטריה),5,knesset,knesset,13_ptm_532122.docx,clean
kn-0251,רמב״ם,"העניין מצוי בתוך חלק מהנושאים של בית-החולים ""רמב""ם"".",הקריה הרפואית לבריאות האדם – בית חולים בחיפה,משנה תורה | ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה | מאתיים ושמונים ושתיים (גימטריה),5,knesset,knesset,13_ptm_532122.docx,clean
kn-0252,רמב״ם,"לבית-החולים ""רמב""ם"" יש סדר עדיפויות משלו.",הקריה הרפואית לבריאות האדם – בית חולים בחיפה,משנה תורה | ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה | מאתיים ושמונים ושתיים (גימטריה),5,knesset,knesset,13_ptm_532122.docx,clean
kn-0253,רמב״ם,"הוא מפעיל את סדר העדיפויות הזה לפי שיקוליו, ואם בית-החולים ""רמב""ם"" חושב שזה נושא חשוב מבחינתו, העניין הזה יידון בין בית-החולים ""רמב""ם"" לבין המשרד.",הקריה הרפואית לבריאות האדם – בית חולים בחיפה,משנה תורה | ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה | מאתיים ושמונים ושתיים (גימטריה),5,knesset,knesset,13_ptm_532122.docx,clean
kn-0254,ח״י,"אם אני אחזור רגע לחברת הכנסת בלומנטל, הממשלה הזו תמנה 18 שרים עם צירופו של חבר הכנסת שריד, כלומר ח""י.",שמונה עשרה בגימטריה,חוק יסוד | חיל ים | חות יאיר (ספר) | חיה יחידה | חק יעקב (ספר) | חרם יהושע (יהדות) | שמונה עשרה בגימטריה,7,knesset,knesset,13_ptm_532123.docx,clean
kn-0255,ת״ק,"כיוון שהגיע לחצי חומה נעץ ציפורניו בחומה ונזדעזעה ארץ-ישראל ת""ק על ת""ק פרסה.",חמש מאות (גימטריה),תנא קמא | תביעות קטנות | חמש מאות (גימטריה),3,knesset,knesset,13_ptm_532124.docx,human_review
kn-0256,אח״ם,"ו-3.2 מיליוני שקל אלה מתחלקים ללא קריטריונים בשיטה של תשלום עבור שירות, כאשר לא ברור איזה שירות מגיע לאותו אח""ם.",אישיות חשובה מאוד,אגף החקירות והמודיעין | אישיות חשובה מאוד | ארבעים ותשע (גימטריה),3,knesset,knesset,13_ptm_532125.docx,clean
